Name	inHouse_ID	ID
(3alpha,5beta,6beta,7beta)-3,6,7-trihydroxycholan-24-oic acid	cnic_94	
(3alpha,5beta,6beta,7beta)-3,6,7-trihydroxycholan-24-oic acid	cnic_93	
(3alpha,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_100	
(3alpha,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_102	
(3alpha,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_99	
(3alpha,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_101	
(3alpha,5beta,7alpha,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_101	
(3alpha,5beta,7alpha,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_102	
(3alpha,5beta,7alpha,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_99	
(3alpha,5beta,7alpha,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_100	
(3alpha,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_86	
(3alpha,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_87	
(3alpha,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_84	
(3alpha,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_85	
(3alpha,5beta,7beta,12alpha)-3,7,12-trihydroxycholan-24-oic acid	cnic_44	
(3alpha,5beta,7beta,12alpha)-3,7,12-trihydroxycholan-24-oic acid	cnic_70	
(3alpha,5beta,7beta,12alpha)-3,7,12-trihydroxycholan-24-oic acid	cnic_71	
(3alpha,5beta,7beta,12alpha)-3,7,12-trihydroxycholan-24-oic acid	cnic_72	
(3alpha,5beta,7beta,12alpha)-3,7,12-trihydroxycholan-24-oic acid	cnic_73	
(3alpha,5beta,7beta,12alpha)-3,7,12-trihydroxycholan-24-oic acid	cnic_69	
(3alpha,5beta,7beta,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_86	
(3alpha,5beta,7beta,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_85	
(3alpha,5beta,7beta,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_84	
(3alpha,5beta,7beta,8xi)-3,7-dihydroxycholan-24-oic acid	cnic_87	
(3as,4s,6ar)-hexahydro-2-oxo-1h-thieno(3,4-d)imidazole-4-valeric acid		mdm-351
(3as,4s,6ar)-hexahydro-2-oxo-1h-thieno[3,4-d]imidazole-4-valerate		mdm-351
(3as,4s,6ar)-hexahydro-2-oxo-1h-thieno[3,4-d]imidazole-4-valeric acid		mdm-351
(3as-(3aalpha,4b,6aalpha))-hexahydro-2-oxo-1h-thieno(3,4-d)imidaz- ole-4-pentanoic acid		mdm-351
(3beta,5beta)-3-hydroxycholan-24-oate	cnic_52	
(3beta,5beta)-3-hydroxycholan-24-oic acid	cnic_53	
(3beta,5beta)-3-hydroxycholan-24-oic acid	cnic_54	
(3beta,5beta)-3-hydroxycholan-24-oic acid	cnic_52	
(3beta,5beta)-3-hydroxycholan-24-oic acid	cnic_55	
(3beta,5beta)-3-hydroxycholan-24-oic acid	cnic_56	
(3beta,5beta)-3-hydroxycholan-24-oic acid	cnic_57	
(3beta,5beta,12alpha)-3,12-dihydroxycholan-24-oic acid	cnic_91	
(3beta,5beta,12alpha)-3,12-dihydroxycholan-24-oic acid	cnic_90	
(3beta,5beta,14beta,17alpha)-3-hydroxycholan-24-oic acid	cnic_68	
(3beta,5beta,14beta,17alpha)-3-hydroxycholan-24-oic acid	cnic_67	
(3beta,5beta,14beta,17alpha)-3-hydroxycholan-24-oic acid	cnic_66	
(3beta,5beta,14beta,17alpha)-3-hydroxycholan-24-oic acid	cnic_49	
(3beta,5beta,7alpha)-3,7-dihydroxycholan-24-oate	cnic_77	
(3beta,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_79	
(3beta,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_78	
(3beta,5beta,7alpha)-3,7-dihydroxycholan-24-oic acid	cnic_77	
(3beta,5beta,7alpha,14beta,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_114	
(3beta,5beta,7alpha,14beta,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_115	
(3beta,5beta,7alpha,14beta,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_113	
(3beta,5beta,7beta)-3,7-dihydroxycholan-24-oate	cnic_112	
(3beta,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_115	
(3beta,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_113	
(3beta,5beta,7beta)-3,7-dihydroxycholan-24-oic acid	cnic_114	
(3beta,7beta,8xi,9xi,14xi,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_99	
(3beta,7beta,8xi,9xi,14xi,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_100	
(3beta,7beta,8xi,9xi,14xi,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_101	
(3beta,7beta,8xi,9xi,14xi,17alpha)-3,7-dihydroxycholan-24-oic acid	cnic_102	
(3r,4r,5r,6r)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol		mdm-1
(3r,4r,5r,6r)-3-amino-6-(hydroxymethyl)tetrahydro-2h-pyran-2,4,5-triol		mdm-1
(3r,4r,5r,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol		mdm-20
(3r,4r,5r,6r)-6-(hydroxymethyl)tetrahydro-2h-pyran-2,3,4,5-tetraol		mdm-20
(3r,4s,5r)-3,4,5,6-tetrahydroxy-d-norleucine		mdm-841
(3r,4s,5r)-3,4,5,6-tetrahydroxynorleucine		mdm-841
(3r,4s,5r,6r)-6-(hydroxymethyl)piperidine-2,3,4,5-tetrol	cnic_120	
(3r,5r)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid		mdm-457
(3r,5r)-1,3,4,5-tetrahydroxycyclohexanecarboxylic acid		mdm-457
(3r,5r)-1,3,4,5-tetrakis(oxidanyl)cyclohexane-1-carboxylic acid		mdm-457
(3s)-3-(4-chlorophenyl)-n,n-dimethyl-3-pyridin-2-ylpropan-1-amine		mdm-793
(3s)-3-amino-4-[[(1s)-1-carboxy-2-phenylethyl]amino]-4-oxobutanoic acid		mdm-347
(3s,2r)-2-(3,4-dihydroxyphenyl)chromane-3,5,7-triol		mdm-746
(3s,2r,4r,5r)-5-(4-amino-2-oxohydropyrimidinyl)-4-hydroxy-2-(hydroxymethyl)oxo lan-3-yl dihydrogen phosphate		mdm-314
(3|a,5|a,7|a)-3,7-dihydroxycholan-24-oic acid	cnic_99	
(3|a,5|a,7|a)-3,7-dihydroxycholan-24-oic acid	cnic_101	
(3|a,5|a,7|a)-3,7-dihydroxycholan-24-oic acid	cnic_102	
(3|a,5|a,7|a)-3,7-dihydroxycholan-24-oic acid	cnic_100	
(3|a,6|a)-3,6-dihydroxycholan-24-oic acid	cnic_46	
(3|a,6|a)-3,6-dihydroxycholan-24-oic acid	cnic_62	
(4-acetyloxy-2-methylnaphthalen-1-yl) acetate		mdm-97
(4-acetyloxy-3-methyl-naphthalen-1-yl) ethanoate		mdm-97
(4-acetyloxy-3-methylnaphthalen-1-yl) acetate		mdm-97
(4-hydroxy-phenyl)-acetate	cnic_16	mdm-73
(4-hydroxy-phenyl)-acetic acid	cnic_16	mdm-73
(4-hydroxy-phenyl)-acetic acid methyl ester		mdm-561
(4-hydroxy-phenyl)-essigsaeure	cnic_16	mdm-73
(4-hydroxyphenyl) acetic acid	cnic_16	mdm-73
(4-hydroxyphenyl)-2-propionic acid, 98%		mdm-78
(4-hydroxyphenyl)-acetic acid	cnic_16	mdm-73
(4-hydroxyphenyl)acetate	cnic_16	
(4-hydroxyphenyl)acetic acid	cnic_16	mdm-73
(4-hydroxyphenyl)ethanoic acid	cnic_16	mdm-73
(4-hydroxyphenyl)pyruvate	cnic_23	
(4-hydroxyphenyl)pyruvic acid	cnic_17	
(4-hydroxyphenyl)pyruvic acid	cnic_23	
(4-methylphenyl) hydrogen sulfate	cnic_33	
(4-methylphenyl) sulfate	cnic_33	
(4-methylphenyl)oxidanesulfonic acid	cnic_33	
(4r)-4-((1s,2s,11s,16s,5r,7r,10r,14r,15r)-5,16-dihydroxy-2,15-dimethyltetracyc lo[8.7.0.0<2,7>.0<11,15>]heptadec-14-yl)pentanoic acid	cnic_50	
(4r)-4-((1s,2s,7s,11s,5r,9r,10r,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo [8.7.0.0<2,7>.0<11,15>]heptadec-14-yl)pentanoic acid	cnic_100	
(4r)-4-((1s,2s,7s,11s,5r,9r,10r,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo [8.7.0.0<2,7>.0<11,15>]heptadec-14-yl)pentanoic acid	cnic_101	
(4r)-4-((1s,2s,7s,11s,5r,9r,10r,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo [8.7.0.0<2,7>.0<11,15>]heptadec-14-yl)pentanoic acid	cnic_102	
(4r)-4-((1s,2s,7s,11s,5r,9r,10r,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo [8.7.0.0<2,7>.0<11,15>]heptadec-14-yl)pentanoic acid	cnic_99	
(4r)-4-((3r,5r,6s,10r,13r,17r)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_46	
(4r)-4-((3r,5r,6s,10r,13r,17r)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_62	
(4r)-4-((3r,8r,9s,10s,12s,13r,14s,17r)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_50	
(4r)-4-((3r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_49	
(4r)-4-((3r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_68	
(4r)-4-((3r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_67	
(4r)-4-((3r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	cnic_66	
(4r)-4-[(1r,3as,3br,4s,5as,7r,9as,9bs,11s,11ar)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1h-cyclopenta[a]phenanthren-1-yl]pentanoic acid	cnic_69	
(4r)-4-[(1r,3as,3br,4s,5as,7r,9as,9bs,11s,11ar)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1h-cyclopenta[a]phenanthren-1-yl]pentanoic acid	cnic_44	
(4r)-4-[(1r,3as,3br,4s,5as,7r,9as,9bs,11s,11ar)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1h-cyclopenta[a]phenanthren-1-yl]pentanoic acid	cnic_70	
(4r)-4-[(1r,3as,3br,4s,5as,7r,9as,9bs,11s,11ar)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1h-cyclopenta[a]phenanthren-1-yl]pentanoic acid	cnic_73	
(4r)-4-[(1r,3as,3br,4s,5as,7r,9as,9bs,11s,11ar)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1h-cyclopenta[a]phenanthren-1-yl]pentanoic acid	cnic_71	
(4r)-4-[(1r,3as,3br,4s,5as,7r,9as,9bs,11s,11ar)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1h-cyclopenta[a]phenanthren-1-yl]pentanoic acid	cnic_72	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_111	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_105	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_106	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_110	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_107	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_108	
(4r)-4-[(1s,2r,5r,7r,8r,9s,10s,11s,15r)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_109	
(4r)-4-[(1s,2s,5r,7r,10r,11s,14r,15r,16s)-5,16-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_50	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0?,?.0??,??]heptadecan-14-yl]pentanoic acid	cnic_99	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0?,?.0??,??]heptadecan-14-yl]pentanoic acid	cnic_100	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0?,?.0??,??]heptadecan-14-yl]pentanoic acid	cnic_102	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0?,?.0??,??]heptadecan-14-yl]pentanoic acid	cnic_101	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_100	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_102	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_101	
(4r)-4-[(1s,2s,5r,7s,9r,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_99	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.02,1.011,1]heptadecan-14-yl]pentanoic acid	cnic_86	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.02,1.011,1]heptadecan-14-yl]pentanoic acid	cnic_84	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.02,1.011,1]heptadecan-14-yl]pentanoic acid	cnic_87	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.02,1.011,1]heptadecan-14-yl]pentanoic acid	cnic_85	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_87	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_86	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_84	
(4r)-4-[(1s,2s,5r,7s,9s,10r,11s,14r,15r)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid	cnic_85	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_111	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_107	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_106	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_105	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_108	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_109	
(4r)-4-[(3r,5r,6r,7s,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_110	
(4r)-4-[(3r,5r,6r,8s,9s,10r,13r,14s,17r)-3,6-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_116	
(4r)-4-[(3r,5r,6r,8s,9s,10r,13r,14s,17r)-3,6-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_119	
(4r)-4-[(3r,5r,6r,8s,9s,10r,13r,14s,17r)-3,6-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_45	
(4r)-4-[(3r,5r,6r,8s,9s,10r,13r,14s,17r)-3,6-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_118	
(4r)-4-[(3r,5r,6s,7r,8s,9s,10r,13r,14s,17r)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoate	cnic_92	
(4r)-4-[(3r,5r,7r,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoate	cnic_58	
(4r)-4-[(3r,5r,7r,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoate	cnic_59	
(4r)-4-[(3r,5r,7r,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_58	
(4r)-4-[(3r,5r,7r,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_59	
(4r)-4-[(3r,5r,7r,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_60	
(4r)-4-[(3r,5r,8r,9s,10s,12s,13r,14s,17r)-3,12-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_50	
(4r)-4-[(3r,5r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_66	
(4r)-4-[(3r,5r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_49	
(4r)-4-[(3r,5r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_67	
(4r)-4-[(3r,5r,8r,9s,10s,13r,14s,17r)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_68	
(4r)-4-[(3r,5s,7r,8r,9s,10s,13r,14s,17r)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_99	
(4r)-4-[(3r,5s,7r,8r,9s,10s,13r,14s,17r)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_100	
(4r)-4-[(3r,5s,7r,8r,9s,10s,13r,14s,17r)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_101	
(4r)-4-[(3r,5s,7r,8r,9s,10s,13r,14s,17r)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_102	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-10,13-dimethyl-3,7,12-tris(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_71	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-10,13-dimethyl-3,7,12-tris(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_70	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-10,13-dimethyl-3,7,12-tris(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_73	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-10,13-dimethyl-3,7,12-tris(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_44	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-10,13-dimethyl-3,7,12-tris(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_72	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-10,13-dimethyl-3,7,12-tris(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_69	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_69	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_44	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_72	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_73	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_70	
(4r)-4-[(3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_71	
(4r)-4-[(3r,5s,7s,8r,9s,10s,13r,14s,17r)-10,13-dimethyl-3,7-bis(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_87	
(4r)-4-[(3r,5s,7s,8r,9s,10s,13r,14s,17r)-10,13-dimethyl-3,7-bis(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]pentanoic acid	cnic_85	
